,TrainA,TrainB,TrainC,TrainHC
88186,8,13,8,-1
88187,10,13,9,-1
88188,4,0,13,-1
88189,2,8,10,-1
88190,5,12,5,9
88191,9,13,10,-1
88192,13,5,11,-1
88193,3,3,8,-1
88194,3,9,14,-1
88195,0,4,11,-1
88196,6,12,8,-1
88197,3,14,1,9
88198,2,7,12,-1
88199,9,8,13,-1
88200,13,2,14,-1
88201,10,9,10,-1
88202,12,3,9,-1
88203,11,6,11,-1
88204,8,13,3,6
88205,8,1,3,-1
88206,10,0,2,-1
88207,12,8,3,-1
88208,7,12,5,-1
88209,8,13,10,-1
88210,0,6,2,-1
88211,11,14,11,9
88212,11,8,5,-1
88213,6,4,12,-1
88214,14,7,0,-1
88215,3,2,4,-1
88216,6,14,10,-1
88217,11,3,14,-1
88218,6,11,1,6
88219,3,4,4,-1
88220,6,3,6,-1
88221,6,10,7,-1
88222,13,10,2,-1
88223,11,1,4,-1
88224,11,9,1,-1
88225,12,6,0,7
88226,2,0,0,-1
88227,6,1,13,-1
88228,3,4,9,-1
88229,3,12,1,-1
88230,10,12,6,-1
88231,1,13,5,-1
88232,5,7,10,8
88233,4,14,14,-1
88234,10,4,5,-1
88235,14,2,13,-1
88236,12,5,10,-1
88237,13,13,4,-1
88238,13,1,8,-1
88239,6,12,10,8
88240,0,9,4,-1
88241,9,2,7,-1
88242,7,11,1,-1
88243,8,10,2,-1
88244,8,11,14,-1
88245,7,3,0,-1
88246,9,9,13,9
88247,8,13,13,-1
88248,11,6,9,-1
88249,3,1,4,-1
88250,6,9,4,-1
88251,11,2,13,-1
88252,13,1,8,-1
88253,0,12,8,6
88254,11,10,12,-1
88255,8,8,4,-1
88256,0,0,3,-1
88257,12,10,10,-1
88258,6,4,4,-1
88259,6,10,3,-1
88260,11,10,13,6
88261,13,13,7,-1
88262,4,0,7,-1
88263,13,0,13,-1
88264,3,4,7,-1
88265,9,10,13,-1
88266,11,3,2,-1
88267,1,13,12,6
88268,8,1,11,-1
88269,5,10,7,-1
88270,4,7,2,-1
88271,14,4,14,-1
88272,5,11,7,-1
88273,10,6,9,-1
88274,9,13,14,9
88275,3,1,3,-1
88276,6,2,4,-1
88277,0,1,2,-1
88278,14,13,8,-1
88279,14,0,2,-1
88280,6,8,14,-1
88281,7,13,3,6
88282,5,11,2,-1
88283,5,5,8,-1
88284,12,11,2,-1
88285,2,5,8,-1
88286,12,0,11,-1
88287,2,4,14,-1
88288,5,0,5,7
88289,10,5,7,-1
88290,5,2,1,-1
88291,3,6,10,-1
88292,7,8,0,-1
88293,14,5,9,-1
88294,13,14,4,-1
88295,4,7,3,9
88296,3,7,10,-1
88297,5,5,6,-1
88298,8,5,10,-1
88299,10,8,3,-1
88300,9,1,1,-1
88301,7,2,1,-1
88302,3,0,14,7
88303,6,10,6,-1
88304,6,1,11,-1
88305,0,2,13,-1
88306,5,4,5,-1
88307,1,0,7,-1
88308,13,9,14,-1
88309,6,5,1,9
88310,0,5,6,-1
88311,14,7,8,-1
88312,7,9,4,-1
88313,6,8,6,-1
88314,13,4,4,-1
88315,13,13,11,-1
88316,8,13,9,7
88317,12,10,4,-1
88318,14,5,6,-1
88319,2,1,14,-1
88320,1,4,7,-1
88321,1,3,12,-1
88322,8,12,7,-1
88323,7,0,11,9
88324,13,10,4,-1
88325,7,0,11,-1
88326,3,7,9,-1
88327,1,6,12,-1
88328,1,0,11,-1
88329,0,12,10,-1
88330,5,0,5,6
88331,6,0,11,-1
88332,8,5,11,-1
88333,1,1,10,-1
88334,11,4,8,-1
88335,7,0,6,-1
88336,8,14,1,-1
88337,2,11,13,6
88338,9,14,4,-1
88339,13,1,8,-1
88340,7,10,8,-1
88341,4,4,4,-1
88342,5,7,14,-1
88343,14,10,6,-1
88344,5,1,14,8
88345,5,5,11,-1
88346,4,14,8,-1
88347,12,2,3,-1
88348,9,7,12,-1
88349,7,2,4,-1
88350,1,3,7,-1
88351,6,2,0,8
88352,5,3,7,-1
88353,1,7,3,-1
88354,7,12,6,-1
88355,9,4,1,-1
88356,4,12,7,-1
88357,10,2,7,-1
88358,10,13,10,9
88359,4,1,12,-1
88360,13,10,2,-1
88361,9,2,6,-1
88362,4,8,14,-1
88363,5,3,6,-1
88364,7,0,2,-1
88365,3,9,14,7
88366,13,11,2,-1
88367,3,9,7,-1
88368,3,0,11,-1
88369,14,1,6,-1
88370,8,9,11,-1
88371,7,4,4,-1
88372,11,11,14,9
88373,12,0,9,-1
88374,13,6,7,-1
88375,12,3,13,-1
88376,7,3,3,-1
88377,10,7,6,-1
88378,0,3,14,-1
88379,7,14,14,8
88380,4,14,1,-1
88381,3,11,11,-1
88382,0,3,11,-1
88383,13,10,9,-1
88384,10,1,7,-1
88385,11,5,1,-1
88386,5,14,4,7
88387,1,3,0,-1
88388,4,4,12,-1
88389,13,5,8,-1
88390,10,12,5,-1
88391,12,8,1,-1
88392,14,1,4,-1
88393,1,12,0,7
88394,12,5,13,-1
88395,10,14,7,-1
88396,1,6,6,-1
88397,13,2,2,-1
88398,13,9,9,-1
88399,2,1,1,-1
88400,8,12,8,7
88401,13,7,8,-1
88402,12,2,0,-1
88403,12,4,1,-1
88404,1,6,5,-1
88405,9,9,8,-1
88406,4,9,0,-1
88407,10,8,4,9
88408,2,14,0,-1
88409,2,7,0,-1
88410,0,2,13,-1
88411,2,3,6,-1
88412,12,6,0,-1
88413,6,11,13,-1
88414,11,11,2,9
88415,11,10,8,-1
88416,10,6,3,-1
88417,11,8,3,-1
88418,0,14,2,-1
88419,13,6,0,-1
88420,1,13,14,-1
88421,2,2,5,6
88422,7,14,0,-1
88423,2,10,10,-1
88424,0,2,10,-1
88425,8,3,8,-1
88426,6,2,6,-1
88427,6,6,11,-1
88428,4,6,2,6
88429,4,12,5,-1
88430,1,14,11,-1
88431,4,1,9,-1
88432,8,14,6,-1
88433,7,14,6,-1
88434,10,11,9,-1
88435,10,11,9,9
88436,1,9,7,-1
88437,1,8,12,-1
88438,6,6,10,-1
88439,12,5,9,-1
88440,7,10,6,-1
88441,4,6,14,-1
88442,11,9,13,7
88443,14,0,5,-1
88444,5,5,7,-1
88445,13,9,0,-1
88446,14,8,0,-1
88447,12,2,13,-1
88448,12,3,1,-1
88449,12,9,13,8
88450,5,5,4,-1
88451,2,4,1,-1
88452,10,8,11,-1
88453,11,2,8,-1
88454,13,4,2,-1
88455,14,4,13,-1
88456,7,14,5,7
88457,9,9,9,-1
88458,11,9,6,-1
88459,3,4,6,-1
88460,3,0,1,-1
88461,10,12,3,-1
88462,14,8,11,-1
88463,2,12,2,8
88464,2,4,2,-1
88465,12,14,3,-1
88466,2,12,8,-1
88467,12,6,8,-1
88468,9,7,4,-1
88469,2,8,10,-1
88470,0,6,5,8
88471,9,11,3,-1
88472,13,3,12,-1
88473,0,14,0,-1
88474,4,2,2,-1
88475,10,13,4,-1
88476,13,5,3,-1
88477,6,6,5,6
88478,8,3,11,-1
88479,10,8,8,-1
88480,1,9,10,-1
88481,9,12,3,-1
88482,7,0,6,-1
88483,7,3,2,-1
88484,1,3,8,7
88485,12,0,13,-1
88486,0,14,0,-1
88487,14,10,2,-1
88488,5,8,7,-1
88489,2,9,6,-1
88490,14,14,2,-1
88491,13,9,11,8
88492,3,9,7,-1
88493,14,4,4,-1
88494,0,11,14,-1
88495,8,14,0,-1
88496,11,10,8,-1
88497,9,12,9,-1
88498,13,8,4,7
88499,1,4,0,-1
88500,2,3,8,-1
88501,1,5,0,-1
88502,0,5,1,-1
88503,12,13,12,-1
88504,1,1,13,-1
88505,14,8,6,7
88506,2,9,9,-1
88507,4,9,9,-1
88508,12,11,3,-1
88509,14,1,7,-1
88510,1,8,1,-1
88511,4,14,10,-1
88512,4,0,11,9
88513,6,7,0,-1
88514,4,9,14,-1
88515,2,10,5,-1
88516,12,9,9,-1
88517,8,2,14,-1
88518,12,9,6,-1
88519,8,7,8,7
88520,5,11,9,-1
88521,1,4,13,-1
88522,3,6,13,-1
88523,13,5,11,-1
88524,2,9,11,-1
88525,3,7,12,-1
88526,7,12,1,8
88527,13,11,7,-1
88528,6,11,13,-1
88529,7,1,3,-1
88530,10,13,0,-1
88531,9,8,3,-1
88532,8,4,8,-1
88533,4,9,7,8
88534,6,7,2,-1
88535,5,5,6,-1
88536,9,6,9,-1
88537,9,3,7,-1
88538,8,7,6,-1
88539,12,2,1,-1
88540,4,11,8,7
88541,6,2,2,-1
88542,14,1,2,-1
88543,0,9,10,-1
88544,6,8,3,-1
88545,14,13,14,-1
88546,9,1,6,-1
88547,5,12,14,7
88548,1,11,10,-1
88549,7,8,9,-1
88550,5,1,4,-1
88551,9,9,2,-1
88552,7,13,12,-1
88553,4,0,2,-1
88554,12,6,7,7
88555,0,11,9,-1
88556,7,10,0,-1
88557,12,0,7,-1
88558,6,1,4,-1
88559,9,0,11,-1
88560,14,13,12,-1
88561,1,1,3,7
88562,3,0,3,-1
88563,13,1,1,-1
88564,2,7,2,-1
88565,6,13,9,-1
88566,2,1,10,-1
88567,2,7,10,-1
88568,7,14,1,6
88569,2,14,2,-1
88570,12,5,14,-1
88571,10,0,2,-1
88572,0,1,0,-1
88573,1,0,10,-1
88574,13,2,9,-1
88575,2,12,12,7
88576,6,11,6,-1
88577,7,6,1,-1
88578,11,7,1,-1
88579,7,2,12,-1
88580,2,12,0,-1
88581,8,1,3,-1
88582,13,13,3,8
88583,12,9,14,-1
88584,10,3,0,-1
88585,0,8,0,-1
88586,13,9,5,-1
88587,12,9,11,-1
88588,14,0,13,-1
88589,7,1,8,7
88590,5,13,7,-1
88591,10,12,5,-1
88592,9,6,13,-1
88593,1,12,4,-1
88594,4,6,11,-1
88595,3,6,13,-1
88596,0,9,11,9
88597,3,5,3,-1
88598,6,6,12,-1
88599,6,11,3,-1
88600,0,0,12,-1
88601,0,10,1,-1
88602,0,1,1,-1
88603,13,6,11,9
88604,7,0,12,-1
88605,12,6,3,-1
88606,7,8,12,-1
88607,4,5,14,-1
88608,0,4,0,-1
88609,4,3,13,-1
88610,5,3,10,6
88611,4,14,7,-1
88612,3,10,5,-1
88613,8,9,14,-1
88614,0,14,11,-1
88615,9,2,2,-1
88616,1,5,14,-1
88617,8,9,0,8
88618,9,2,6,-1
88619,0,0,6,-1
88620,3,7,10,-1
88621,7,6,6,-1
88622,13,14,10,-1
88623,7,7,5,-1
88624,5,12,12,7
88625,7,0,5,-1
88626,8,6,14,-1
88627,8,8,1,-1
88628,7,4,11,-1
88629,8,11,10,-1
88630,4,3,9,-1
88631,0,7,8,7
88632,10,5,11,-1
88633,10,0,12,-1
88634,14,3,14,-1
88635,4,0,0,-1
88636,1,4,12,-1
88637,7,0,14,-1
88638,12,14,5,6
88639,13,3,13,-1
88640,3,13,7,-1
88641,6,10,3,-1
88642,2,0,3,-1
88643,2,11,11,-1
88644,12,14,14,-1
88645,12,2,3,7
88646,8,2,14,-1
88647,4,1,11,-1
88648,9,7,1,-1
88649,0,9,2,-1
88650,12,4,0,-1
88651,10,1,8,-1
88652,6,4,1,7
88653,0,4,11,-1
88654,7,1,9,-1
88655,2,13,3,-1
88656,13,9,13,-1
88657,8,14,2,-1
88658,4,2,11,-1
88659,11,6,14,7
88660,2,2,5,-1
88661,1,13,11,-1
88662,3,9,9,-1
88663,8,9,8,-1
88664,7,4,9,-1
88665,12,0,4,-1
88666,0,12,14,8
88667,6,0,6,-1
88668,14,4,3,-1
88669,13,2,7,-1
88670,4,12,7,-1
88671,14,6,7,-1
88672,9,2,8,-1
88673,10,11,6,6
88674,2,3,14,-1
88675,5,4,5,-1
88676,4,2,6,-1
88677,4,11,2,-1
88678,8,8,3,-1
88679,7,7,13,-1
88680,14,6,5,8
88681,7,11,5,-1
88682,14,11,3,-1
88683,6,1,12,-1
88684,2,11,14,-1
88685,0,4,2,-1
88686,5,14,0,-1
88687,6,13,0,8
88688,5,13,5,-1
88689,0,2,5,-1
88690,0,8,10,-1
88691,4,9,5,-1
88692,12,11,7,-1
88693,3,12,0,-1
88694,14,11,14,8
88695,10,1,6,-1
88696,6,8,11,-1
88697,14,5,14,-1
88698,8,2,4,-1
88699,13,1,13,-1
88700,9,8,7,-1
88701,11,7,9,6
88702,6,1,9,-1
88703,1,3,14,-1
88704,3,3,2,-1
88705,1,5,13,-1
88706,5,1,7,-1
88707,6,9,4,-1
88708,2,14,4,7
88709,13,3,11,-1
88710,8,6,6,-1
88711,10,3,9,-1
88712,8,10,10,-1
88713,6,14,3,-1
88714,3,5,9,-1
88715,9,14,0,6
88716,13,1,8,-1
88717,3,10,9,-1
88718,11,3,8,-1
88719,13,6,9,-1
88720,9,6,9,-1
88721,6,7,6,-1
88722,11,9,6,6
88723,1,1,13,-1
88724,6,13,1,-1
88725,3,13,11,-1
88726,11,6,7,-1
88727,7,5,12,-1
88728,0,8,1,-1
88729,14,2,7,8
88730,13,9,0,-1
88731,6,3,8,-1
88732,7,1,4,-1
88733,13,7,11,-1
88734,13,8,13,-1
88735,3,14,2,-1
88736,11,12,13,7
88737,13,3,10,-1
88738,2,7,9,-1
88739,9,14,0,-1
88740,4,9,5,-1
88741,12,12,9,-1
88742,5,12,13,-1
88743,10,3,5,9
88744,6,11,1,-1
88745,1,3,5,-1
88746,13,2,14,-1
88747,0,6,5,-1
88748,9,4,3,-1
88749,12,3,13,-1
88750,4,3,1,6
88751,8,9,5,-1
88752,6,14,7,-1
88753,8,9,3,-1
88754,3,1,12,-1
88755,6,13,9,-1
88756,2,0,12,-1
88757,11,14,8,6
88758,12,2,3,-1
88759,8,9,12,-1
88760,13,10,9,-1
88761,9,2,11,-1
88762,0,14,4,-1
88763,10,6,12,-1
88764,11,8,6,8
88765,3,12,5,-1
88766,2,12,4,-1
88767,6,3,3,-1
88768,5,11,4,-1
88769,10,14,0,-1
88770,4,12,7,-1
88771,2,7,2,9
88772,10,8,11,-1
88773,2,3,1,-1
88774,8,6,10,-1
88775,2,4,7,-1
88776,0,11,4,-1
88777,12,8,14,-1
88778,5,2,12,9
88779,2,14,2,-1
88780,6,9,1,-1
88781,4,14,1,-1
88782,3,9,6,-1
88783,8,1,1,-1
88784,12,3,4,-1
88785,5,5,4,9
88786,0,10,12,-1
88787,13,3,11,-1
88788,8,0,3,-1
88789,7,11,5,-1
88790,11,14,9,-1
88791,12,2,4,-1
88792,9,4,0,7
88793,2,6,1,-1
88794,14,14,7,-1
88795,9,13,4,-1
88796,2,4,4,-1
88797,5,11,8,-1
88798,13,3,4,-1
88799,1,0,11,7
88800,4,5,3,-1
88801,1,5,5,-1
88802,5,11,10,-1
88803,6,9,11,-1
88804,8,14,2,-1
88805,5,4,11,-1
88806,0,9,11,9
88807,5,10,12,-1
88808,8,1,5,-1
88809,7,9,1,-1
88810,12,2,8,-1
88811,9,3,1,-1
88812,12,14,6,-1
88813,14,0,12,8
88814,0,0,3,-1
88815,6,5,9,-1
88816,9,8,9,-1
88817,6,14,7,-1
88818,10,6,5,-1
88819,9,12,6,-1
88820,7,2,6,7
88821,8,14,12,-1
88822,12,0,6,-1
88823,9,14,9,-1
88824,6,8,13,-1
88825,9,13,4,-1
88826,13,6,7,-1
88827,14,1,7,9
88828,9,8,2,-1
88829,11,5,9,-1
88830,6,14,8,-1
88831,10,9,5,-1
88832,11,4,1,-1
88833,3,11,4,-1
88834,1,3,5,8
88835,1,3,3,-1
88836,14,6,12,-1
88837,8,0,9,-1
88838,2,12,6,-1
88839,4,14,10,-1
88840,8,2,3,-1
88841,12,1,4,6
88842,4,7,11,-1
88843,5,7,3,-1
88844,0,12,10,-1
88845,9,14,4,-1
88846,11,11,0,-1
88847,9,14,10,-1
88848,1,9,7,6
88849,11,8,14,-1
88850,2,12,5,-1
88851,5,7,3,-1
88852,12,7,11,-1
88853,13,13,3,-1
88854,13,13,7,-1
88855,9,7,10,9
88856,9,10,6,-1
88857,5,1,10,-1
88858,2,13,11,-1
88859,6,6,2,-1
88860,9,4,7,-1
88861,12,12,14,-1
88862,3,5,4,6
88863,14,0,6,-1
88864,4,9,9,-1
88865,1,8,10,-1
88866,7,5,12,-1
88867,4,14,1,-1
88868,12,3,8,-1
88869,7,6,10,7
88870,5,5,4,-1
88871,8,9,14,-1
88872,8,7,3,-1
88873,10,4,6,-1
88874,1,11,1,-1
88875,12,11,1,-1
88876,5,13,4,7
88877,0,8,12,-1
88878,7,3,4,-1
88879,9,10,7,-1
88880,7,1,12,-1
88881,9,0,0,-1
88882,0,2,5,-1
88883,5,8,7,8
88884,14,11,8,-1
88885,9,9,4,-1
88886,10,5,12,-1
88887,6,12,8,-1
88888,1,5,1,-1
88889,11,13,1,-1
88890,2,3,7,9
88891,2,7,9,-1
88892,14,8,14,-1
88893,4,10,1,-1
88894,9,10,8,-1
88895,12,7,10,-1
88896,13,14,6,-1
88897,14,7,2,8
88898,13,13,4,-1
88899,7,5,10,-1
88900,7,0,10,-1
88901,11,10,14,-1
88902,6,14,0,-1
88903,13,12,3,-1
88904,2,8,1,8
88905,4,3,3,-1
88906,12,9,9,-1
88907,2,6,3,-1
88908,8,9,7,-1
88909,10,2,13,-1
88910,5,14,9,-1
88911,12,12,8,9
88912,0,8,3,-1
88913,3,14,13,-1
88914,3,1,13,-1
88915,0,14,8,-1
88916,9,6,9,-1
88917,14,6,2,-1
88918,14,10,4,6
88919,10,5,7,-1
88920,2,8,7,-1
88921,6,10,9,-1
88922,9,8,9,-1
88923,12,3,8,-1
88924,11,14,8,-1
88925,14,10,13,7
88926,9,10,13,-1
88927,13,10,4,-1
88928,1,3,5,-1
88929,6,0,11,-1
88930,7,12,11,-1
88931,10,2,8,-1
88932,0,6,14,8
88933,12,14,2,-1
88934,9,0,7,-1
88935,4,6,5,-1
88936,4,11,14,-1
88937,6,13,14,-1
88938,13,5,4,-1
88939,12,10,9,9
88940,7,0,13,-1
88941,5,12,0,-1
88942,9,3,12,-1
88943,10,2,1,-1
88944,11,2,2,-1
88945,12,8,0,-1
88946,13,0,11,9
88947,7,12,13,-1
88948,1,5,3,-1
88949,11,9,11,-1
88950,5,10,0,-1
88951,3,8,6,-1
88952,9,13,11,-1
88953,9,14,6,6
88954,11,6,4,-1
88955,14,5,2,-1
88956,14,8,2,-1
88957,14,8,4,-1
88958,14,12,13,-1
88959,1,1,12,-1
88960,3,5,14,9
88961,9,3,13,-1
88962,12,9,6,-1
88963,8,0,3,-1
88964,13,6,2,-1
88965,13,13,7,-1
88966,4,2,8,-1
88967,12,10,5,6
88968,6,11,2,-1
88969,5,6,3,-1
88970,7,8,7,-1
88971,9,6,1,-1
88972,10,1,6,-1
88973,10,12,14,-1
88974,5,2,9,9
88975,4,7,7,-1
88976,8,0,1,-1
88977,2,10,2,-1
88978,3,0,1,-1
88979,3,8,6,-1
88980,13,4,4,-1
88981,8,11,11,8
88982,11,1,3,-1
88983,7,0,4,-1
88984,4,8,14,-1
88985,11,7,14,-1
88986,13,9,6,-1
88987,5,12,3,-1
88988,5,1,3,7
88989,1,3,12,-1
88990,12,2,11,-1
88991,5,2,14,-1
88992,10,1,13,-1
88993,5,1,8,-1
88994,4,8,0,-1
88995,11,7,4,9
88996,8,4,5,-1
88997,0,8,4,-1
88998,13,3,11,-1
88999,2,8,5,-1
89000,14,13,4,-1
89001,9,6,11,-1
89002,12,13,6,7
89003,13,1,0,-1
89004,6,5,10,-1
89005,11,7,5,-1
89006,13,3,10,-1
89007,14,4,6,-1
89008,10,9,14,-1
89009,6,7,11,6
89010,5,14,11,-1
89011,10,8,13,-1
89012,9,9,9,-1
89013,14,9,2,-1
89014,5,12,8,-1
89015,5,8,13,-1
89016,10,0,4,8
89017,11,2,4,-1
89018,0,8,4,-1
89019,9,9,14,-1
89020,11,7,10,-1
89021,5,4,2,-1
89022,14,6,9,-1
89023,0,2,4,6
89024,2,6,0,-1
89025,13,7,11,-1
89026,14,13,10,-1
89027,7,3,13,-1
89028,3,1,2,-1
89029,13,8,2,-1
89030,14,12,3,9
89031,4,1,8,-1
89032,4,3,13,-1
89033,12,8,4,-1
89034,0,5,13,-1
89035,10,14,3,-1
89036,9,1,6,-1
89037,12,14,8,7
89038,5,2,5,-1
89039,7,10,6,-1
89040,4,7,8,-1
89041,4,0,3,-1
89042,2,0,7,-1
89043,1,12,12,-1
89044,4,5,2,6
89045,14,2,13,-1
89046,1,3,9,-1
89047,14,13,14,-1
89048,8,4,11,-1
89049,6,12,13,-1
89050,5,13,7,-1
89051,0,10,11,7
89052,0,3,5,-1
89053,5,4,14,-1
89054,11,9,3,-1
89055,9,5,12,-1
89056,7,6,8,-1
89057,3,4,9,-1
89058,14,8,9,8
89059,13,14,2,-1
89060,6,12,8,-1
89061,11,11,10,-1
89062,5,11,9,-1
89063,7,7,9,-1
89064,8,0,9,-1
89065,7,3,8,8
89066,3,4,11,-1
89067,1,9,13,-1
89068,3,8,8,-1
89069,0,10,5,-1
89070,10,0,6,-1
89071,8,13,8,-1
89072,11,4,4,6
89073,11,12,10,-1
89074,8,11,8,-1
89075,6,7,11,-1
89076,12,13,10,-1
89077,9,1,4,-1
89078,0,6,13,-1
89079,0,12,3,6
89080,7,2,7,-1
89081,3,6,10,-1
89082,4,1,10,-1
89083,11,3,3,-1
89084,9,5,7,-1
89085,6,0,13,-1
89086,5,0,3,9
89087,9,14,4,-1
89088,10,12,5,-1
89089,7,13,10,-1
89090,1,6,0,-1
89091,10,6,6,-1
89092,11,4,11,-1
89093,4,3,4,7
89094,9,4,11,-1
89095,1,6,1,-1
89096,0,6,10,-1
89097,1,1,8,-1
89098,12,14,0,-1
89099,4,9,2,-1
89100,11,3,7,6
89101,4,13,10,-1
89102,3,14,6,-1
89103,9,9,5,-1
89104,10,4,13,-1
89105,12,5,3,-1
89106,11,6,1,-1
89107,14,0,6,8
89108,12,9,14,-1
89109,11,10,9,-1
89110,11,1,1,-1
89111,6,3,3,-1
89112,1,9,11,-1
89113,11,2,6,-1
89114,5,4,8,6
89115,14,9,0,-1
89116,9,0,3,-1
89117,4,7,2,-1
89118,0,10,9,-1
89119,14,7,13,-1
89120,14,4,1,-1
89121,9,11,2,8
89122,12,5,13,-1
89123,10,8,13,-1
89124,1,8,4,-1
89125,13,8,12,-1
89126,14,4,0,-1
89127,14,13,2,-1
89128,2,7,1,7
89129,4,8,0,-1
89130,7,0,7,-1
89131,2,0,6,-1
89132,11,14,7,-1
89133,6,13,3,-1
89134,1,10,2,-1
89135,12,11,9,7
89136,10,0,10,-1
89137,10,2,13,-1
89138,8,10,1,-1
89139,10,14,7,-1
89140,8,0,11,-1
89141,11,6,14,-1
89142,7,13,10,6
89143,12,1,4,-1
89144,6,5,3,-1
89145,4,2,9,-1
89146,6,11,2,-1
89147,11,4,8,-1
89148,6,9,8,-1
89149,10,14,8,9
89150,12,5,14,-1
89151,5,5,11,-1
89152,3,4,13,-1
89153,11,7,14,-1
89154,7,2,5,-1
89155,12,0,14,-1
89156,1,8,5,9
89157,10,4,4,-1
89158,13,2,6,-1
89159,3,1,3,-1
89160,9,1,0,-1
89161,13,12,12,-1
89162,8,1,7,-1
89163,14,8,13,7
89164,2,14,11,-1
89165,0,6,6,-1
89166,12,4,9,-1
89167,9,0,6,-1
89168,7,8,3,-1
89169,2,3,12,-1
89170,2,8,2,6
89171,0,7,13,-1
89172,0,0,7,-1
89173,2,6,2,-1
89174,11,6,4,-1
89175,7,7,1,-1
89176,6,9,1,-1
89177,12,12,4,8
89178,11,8,10,-1
89179,8,14,10,-1
89180,8,12,10,-1
89181,11,14,9,-1
89182,11,4,4,-1
89183,4,3,8,-1
89184,8,3,0,6
89185,12,4,2,-1
89186,3,10,6,-1
89187,9,8,8,-1
89188,1,3,11,-1
89189,5,11,13,-1
89190,2,8,5,-1
89191,2,0,2,6
89192,3,13,14,-1
89193,6,7,0,-1
89194,9,1,9,-1
89195,10,6,9,-1
89196,13,9,12,-1
89197,13,7,2,-1
89198,14,7,14,9
89199,3,7,7,-1
89200,14,13,10,-1
89201,13,0,12,-1
89202,14,1,7,-1
89203,8,13,9,-1
89204,7,10,13,-1
89205,10,8,10,8
89206,2,3,2,-1
89207,13,0,1,-1
89208,9,7,2,-1
89209,9,14,0,-1
89210,7,3,13,-1
89211,7,6,9,-1
89212,14,14,8,7
89213,14,9,1,-1
89214,11,7,12,-1
89215,2,4,14,-1
89216,0,13,12,-1
89217,10,4,0,-1
89218,9,3,3,-1
89219,2,1,12,6
89220,2,11,7,-1
89221,0,4,1,-1
89222,13,13,1,-1
89223,10,3,4,-1
89224,13,1,13,-1
89225,7,1,8,-1
89226,4,2,4,8
89227,2,4,7,-1
89228,8,12,4,-1
89229,2,5,3,-1
89230,3,3,13,-1
89231,10,4,3,-1
89232,3,6,7,-1
89233,12,10,7,7
89234,5,13,13,-1
89235,8,6,4,-1
89236,9,3,9,-1
89237,9,10,1,-1
89238,11,10,9,-1
89239,3,3,6,-1
89240,11,4,13,9
89241,2,12,3,-1
89242,2,6,8,-1
89243,6,3,10,-1
89244,5,12,11,-1
89245,0,2,8,-1
89246,2,11,7,-1
89247,12,7,8,7
89248,12,12,6,-1
89249,4,2,12,-1
89250,2,9,1,-1
89251,13,7,5,-1
89252,9,0,2,-1
89253,7,4,4,-1
89254,13,4,5,9
89255,4,2,4,-1
89256,7,12,4,-1
89257,0,2,12,-1
89258,10,0,11,-1
89259,9,0,11,-1
89260,9,1,3,-1
89261,4,2,12,7
89262,6,0,8,-1
89263,5,5,6,-1
89264,9,7,10,-1
89265,11,7,8,-1
89266,11,9,12,-1
89267,13,13,14,-1
89268,7,0,11,7
89269,11,1,9,-1
89270,3,6,6,-1
89271,14,11,2,-1
89272,2,8,9,-1
89273,13,6,10,-1
89274,10,10,4,-1
89275,11,1,5,7
89276,0,10,6,-1
89277,1,7,4,-1
89278,3,5,6,-1
89279,13,9,7,-1
89280,2,12,14,-1
89281,9,8,0,-1
89282,0,10,9,6
89283,7,8,14,-1
89284,13,7,10,-1
89285,3,10,3,-1
89286,1,11,6,-1
89287,12,13,13,-1
89288,9,14,6,-1
89289,9,2,1,9
89290,5,8,13,-1
89291,13,8,0,-1
89292,7,6,14,-1
89293,9,4,6,-1
89294,11,0,8,-1
89295,7,6,1,-1
89296,7,10,11,6
89297,9,12,5,-1
89298,1,1,0,-1
89299,12,13,10,-1
89300,5,13,5,-1
89301,8,4,2,-1
89302,3,11,8,-1
89303,0,2,7,8
89304,12,1,9,-1
89305,9,13,13,-1
89306,8,2,0,-1
89307,13,9,11,-1
89308,8,7,3,-1
89309,12,4,7,-1
89310,13,12,14,6
89311,1,11,1,-1
89312,10,6,5,-1
89313,0,11,0,-1
89314,0,10,3,-1
89315,11,9,11,-1
89316,7,7,9,-1
89317,6,0,10,8
89318,8,10,7,-1
89319,5,12,11,-1
89320,11,0,14,-1
89321,7,5,9,-1
89322,10,12,6,-1
89323,9,2,3,-1
89324,2,12,11,9
89325,8,12,10,-1
89326,0,3,14,-1
89327,6,7,8,-1
89328,0,9,7,-1
89329,4,3,2,-1
89330,12,10,11,-1
89331,6,5,1,8
89332,8,6,9,-1
89333,10,7,8,-1
89334,0,4,4,-1
89335,5,3,12,-1
89336,14,7,12,-1
89337,6,10,2,-1
89338,4,5,14,9
89339,0,8,2,-1
89340,4,1,1,-1
89341,4,9,4,-1
89342,5,8,4,-1
89343,12,1,3,-1
89344,14,7,11,-1
89345,10,7,4,8
89346,12,3,2,-1
89347,12,2,4,-1
89348,6,12,6,-1
89349,11,11,5,-1
89350,4,9,7,-1
89351,9,3,10,-1
89352,8,2,11,7
89353,10,5,4,-1
89354,14,13,0,-1
89355,14,10,10,-1
89356,13,5,11,-1
89357,7,11,4,-1
89358,13,1,4,-1
89359,0,6,9,8
89360,1,2,10,-1
89361,10,4,1,-1
89362,7,2,14,-1
89363,6,7,10,-1
